file_name,machine_eval,user_eval,inference_1,inference_2,inference_3,inference_4,inference_5,inference_6,gt
img_gleaming-tiger_2025-12-01T13-45-47-332.png,normal_wood,,0.2667754292488098,0.2884460687637329,0.012258521281182766,0.3795306384563446,0.01710730791091919,0.03588207811117172,normal_wood
img_gleaming-tiger_2025-12-02T13-47-35-284.png,normal_wood,,0.060382064431905746,0.1506684571504593,0.015394682995975018,0.6827520132064819,0.05065619945526123,0.040146537125110626,other
img_gleaming-tiger_2025-12-03T09-03-25-691.png,normal_wood,,0.03660198301076889,0.02084372378885746,0.009022152982652187,0.8933248519897461,0.012502174824476242,0.027705052867531776,normal_wood
img_gleaming-tiger_2025-12-06T13-30-30-593.png,normal_wood,,0.012757464312016964,0.9695917367935181,0.017650799825787544,,,,normal_wood
img_gleaming-tiger_2025-12-06T13-31-42-974.png,normal_wood,,0.07877921313047409,0.8766909837722778,0.04452976956963539,,,,normal_wood
img_gleaming-tiger_2025-12-07T09-08-21-007.png,normal_wood,,0.004024448338896036,0.9795320630073547,0.01644347421824932,,,,normal_wood_painted
img_gleaming-tiger_2025-12-07T09-09-01-004.png,UNDEFINED,,0.4485011398792267,0.48427054286003113,0.06722824275493622,,,,other
img_gleaming-tiger_2025-12-07T11-36-03-767.png,impregnated_wood,,0.8952441811561584,0.08548878878355026,0.019267020747065544,,,,wooden_tool_shaft
img_gleaming-tiger_2025-12-08T10-01-37-988.png,impregnated_wood,,0.9281500577926636,0.0442492701113224,0.02760072611272335,,,,unsure
img_gleaming-tiger_2025-12-09T09-14-55-686.png,impregnated_wood,,0.9879915118217468,0.0005315638263709843,0.011476980522274971,,,,impregnated_wood
img_gleaming-tiger_2025-12-09T09-15-07-856.png,impregnated_wood,,0.9881928563117981,0.002081823069602251,0.00972538348287344,,,,impregnated_wood
img_gleaming-tiger_2025-12-09T09-16-11-012.png,normal_wood,,0.01036690641194582,0.9751251935958862,0.014507909305393696,,,,normal_wood
img_gleaming-tiger_2025-12-09T14-18-00-371.png,UNDEFINED,,0.6106289625167847,0.30513718724250793,0.08423380553722382,,,,background
img_gleaming-tiger_2025-12-09T15-10-44-975.png,normal_wood,,0.03761014714837074,0.9553372263908386,0.00705256313085556,,,,wooden_tool_shaft
img_gleaming-tiger_2025-12-10T13-52-41-203.png,normal_wood,,0.031150199472904205,0.95730060338974,0.011549186892807484,,,,floor_tile
img_gleaming-tiger_2025-12-10T15-25-38-377.png,UNDEFINED,,0.4854111671447754,0.4538624584674835,0.06072632595896721,,,,other
img_gleaming-tiger_2025-12-10T15-52-08-978.png,normal_wood,,0.043564192950725555,0.9013274908065796,0.055108312517404556,,,,normal_wood
img_gleaming-tiger_2025-12-10T15-52-19-890.png,normal_wood,,0.012008043006062508,0.9771841764450073,0.010807831771671772,,,,normal_wood_painted
img_gleaming-tiger_2025-12-11T13-44-46-133.png,UNDEFINED,,0.31531980633735657,0.6399707794189453,0.04470939189195633,,,,other
img_gleaming-tiger_2025-12-12T13-13-16-029.png,normal_wood,,0.008462104946374893,0.9712724089622498,0.02026546001434326,,,,furniture_panel
img_gleaming-tiger_2025-12-13T09-52-00-380.png,normal_wood,,0.0009580919868312776,0.9906063079833984,0.008435539901256561,,,,furniture_panel
img_gleaming-tiger_2025-12-13T09-53-06-137.png,impregnated_wood,,0.8657979369163513,0.11220111697912216,0.022000867873430252,,,,furniture_panel
img_gleaming-tiger_2025-12-13T12-45-25-918.png,normal_wood,,0.004846450872719288,0.9791131615638733,0.016040349379181862,,,,furniture_panel
img_gleaming-tiger_2025-12-13T14-38-21-120.png,normal_wood,,0.002434560563415289,0.9835018515586853,0.014063541777431965,,,,other
img_gleaming-tiger_2025-12-15T10-14-36-430.png,normal_wood,,0.003712244564667344,0.9832990765571594,0.012988729402422905,,,,pallet
img_gleaming-tiger_2025-12-15T10-15-01-191.png,UNDEFINED,,0.3629431128501892,0.6199801564216614,0.017076781019568443,,,,unsure
img_gleaming-tiger_2025-12-15T16-24-11-446.png,normal_wood,,0.004267535172402859,0.988664984703064,0.007067462429404259,,,,normal_wood
img_gleaming-tiger_2025-12-15T16-24-41-456.png,normal_wood,,0.006376353558152914,0.9688143730163574,0.024809299036860466,,,,other
